id,reviews,price,stars,yelp_category,state
52675fd0-6d6f-1b92-9a02-bcddb0e18b84,1064,2.45,3.64,Steakhouses,NC
e34d3a65-44be-3635-824d-a8987d083720,27136,2.94,3.76,Steakhouses,NV
38d62b5f-26b0-3abc-4c3e-b5e0bd140f04,568,2.80,3.45,Steakhouses,OH
ceef0579-10a8-71ba-97b8-3cde033d118d,399,2.57,3.36,Steakhouses,PA
abdb4212-7f25-39d5-47d8-49205b8d9f56,717,2.83,3.42,Steakhouses,WI
699d2f17-6870-19cc-4dbc-5cc621f096d6,4,1.00,4.00,Street Vendors,NC
d1da54d5-a51f-5cbd-9511-e9e0307759c5,500,1.20,3.90,Street Vendors,NV
bd62c806-4300-37b0-4aa5-3d1852148570,33,1.00,4.00,Street Vendors,OH
6f4844a3-963e-4a50-523a-9842f0276a38,16,1.00,4.50,Street Vendors,PA
edf3337e-11e5-a516-5857-4bdbf3223bb4,7,1.00,4.50,Street Vendors,WI
3ac1052d-2dc4-82e3-6ca0-ae260a1e0b8b,3461,1.95,3.58,Sushi Bars,AZ
2f2c51b1-8a44-8ca4-9abc-886484a92626,229,2.00,3.50,Sushi Bars,IL
17077a50-2735-5cf5-4581-c11077a501ab,2081,1.86,3.64,Sushi Bars,NC
c0d266f1-15bc-8a93-5f74-379e08ff6e20,21550,2.16,3.94,Sushi Bars,NV
6880864d-4e44-2f24-5f25-a63f998d6c1e,894,2.11,3.72,Sushi Bars,OH
7795c3b3-605e-63fd-6ac8-33c13270546e,609,1.73,3.50,Sushi Bars,PA
befeb4ee-a090-80ff-84b3-945d4ec372b6,273,2.00,3.88,Sushi Bars,WI
dc9fadc9-1524-06f5-489d-7985bf721a5f,616,3.00,4.00,Swimming Pools,NV
160c073a-895f-0d4f-8b38-933a7c5368c5,68,2.00,4.00,Szechuan,AZ
7de48650-43d2-05b3-2c62-17da377b3bd2,481,1.25,3.88,Szechuan,NV
2946073a-2c0c-3309-57f9-60151ebc5485,139,2.00,3.75,Szechuan,OH
1c93f2b7-2157-9864-3a36-ecb6500414ac,178,1.67,3.67,Szechuan,PA
3916567d-4262-64fb-4ad9-026534b8434f,25,2.00,4.00,Tacos,NC
1858d3a1-383c-8f45-39df-bcf111d350bf,35,1.00,3.00,Tacos,NV
974ad6f2-8998-76a9-08a9-d26a57906faf,2674,1.50,3.58,Taiwanese,NV
5737b5fe-2f8c-38cc-1067-4cf2d5b403bf,102,1.00,4.00,Taiwanese,OH
92de9be9-2d6f-5bbc-2d91-fdf5dd78a417,4414,2.25,4.00,Tapas Bars,NV
e9ad7a43-5498-6088-019a-6b03ab611592,65,2.00,4.25,Tapas Bars,PA
fcff4025-51d3-7e77-67cd-412bf8b6354e,163,2.00,4.00,Tapas/Small Plates,NC
36443a39-a6cf-4b53-8063-a22b450649bc,1509,2.00,3.75,Tapas/Small Plates,NV
d7036d81-3f94-8760-a405-5bce5316a7b0,179,2.00,4.17,Tapas/Small Plates,OH
e3fc030c-a3b3-34e5-88ec-b842572c4ac9,351,2.33,3.33,Tapas/Small Plates,PA
8bf65e1f-33c0-7676-117e-8162de277d62,182,2.00,4.50,Tea Rooms,NV
7f30faf8-a6d2-3a6f-7f83-aa84c6b44233,293,1.50,4.25,Tea Rooms,PA
c3e839d4-8581-55ee-7909-72eaab2a57ac,25,1.00,3.50,Tea Rooms,WI
8cb37029-279f-3c92-38a9-d62cdc954aab,70,2.00,3.50,Teppanyaki,AZ
4e7c306f-4be8-2dcc-9439-0fbe75030fe4,304,2.50,4.25,Teppanyaki,NV
78ab9997-494c-466b-68b3-11403efa7b35,250,1.20,3.30,Tex-Mex,AZ
9c66dbbf-158b-39dd-353d-9433c25573a4,839,1.30,2.75,Tex-Mex,NC
8d13ff77-1ea9-70ff-4d34-a43d9aff5ae9,3419,1.33,2.89,Tex-Mex,NV
1deade6e-5d3b-8f0f-9868-4111b45373a9,109,1.00,3.50,Tex-Mex,OH
70291d48-7404-945e-0e04-004373006e92,522,1.50,3.25,Tex-Mex,PA
44386f42-4a52-5da5-0460-3de6da8c2cbc,14,1.00,2.00,Tex-Mex,WI
f4fe23ec-8448-6a29-19da-f08eca0035cf,2365,1.69,3.81,Thai,AZ
8ae93c3d-4842-8126-a0a3-d5cb71ab760e,88,1.00,4.00,Thai,IL
0945fb0f-3ca9-07ad-5a82-a9a0406a027b,1442,1.86,3.71,Thai,NC
ec20e508-81cb-4d00-1115-12c899b42745,7675,1.63,3.79,Thai,NV
0319c449-674a-53b9-a236-eac273733886,404,2.00,4.17,Thai,OH
05b3a245-718d-7f9d-2d31-8ef640a288a1,2116,1.93,3.77,Thai,PA
93300025-8d33-85b1-10ff-827a27e36cb3,198,1.67,4.00,Thai,WI
4519f056-350a-9f13-0556-d486a96e4337,11,2.00,3.50,Trinidadian,OH
7abf3f38-8d4d-7ee2-8a6a-03523dfa36c6,7,1.00,4.50,Trinidadian,WI
71bd657a-3b4e-4b1f-7565-a93ecd01039a,29,1.00,3.00,Turkish,NC
bae00183-6be0-4bb1-8eb9-1c3422ad0567,177,1.75,4.13,Turkish,PA
a4f6bff7-31a2-255b-a0d4-76b41e9d8700,358,2.00,4.00,Ukrainian,NV
55a73916-0bff-3828-550b-39422d222077,26,1.00,5.00,Vegan,AZ
17a80a8d-7fa0-8ec3-0e7b-4f832c957412,1211,1.83,4.17,Vegan,NV
d2b965ff-8e9e-0572-6b39-8c839d545ca5,17,1.50,4.75,Vegan,OH
de14719f-4453-0109-29b1-4b2989c58591,207,1.67,4.50,Vegan,PA
529735f6-1a3d-8b4f-22af-cbabe9d14ec7,41,1.00,4.00,Vegan,WI
17791e2e-5f56-1b03-9450-177a8f142ffd,1109,1.50,3.75,Vegetarian,AZ
3d11eaf6-6c14-17fd-224c-55b4b50159ee,347,1.33,4.17,Vegetarian,NC
3b50ce05-6e45-8fb5-3070-360738d43c79,3058,1.69,3.84,Vegetarian,NV
9ea7e66a-4b16-138b-2aa1-39d83c574ff6,346,1.50,4.00,Vegetarian,OH
762edbd4-1f40-1ded-0e63-564789c19083,25,1.50,3.50,Vegetarian,PA
cad6c1f5-7af4-2d37-5bce-ea63616a88ac,415,2.00,3.80,Vegetarian,WI
e969febc-72d0-31a0-4271-f316edf4320a,1045,1.00,4.50,Venezuelan,NV
c21840bb-5268-4222-13df-40b633b41f11,87,2.00,3.50,Venues & Event Spaces,NV
1b09839b-8e82-91b7-8e3e-3300aa4e8848,39,2.50,3.50,Venues & Event Spaces,PA
b766d436-2b13-1435-9a14-b2705a318d29,8,2.00,4.00,Venues & Event Spaces,WI
dbea7fd9-2524-0ab8-98bf-9713ba4398b3,513,1.00,3.75,Vietnamese,AZ
de4cc3cc-38b5-a596-3f6c-22bc4cf6894f,720,1.50,3.75,Vietnamese,NC
ddd6c7ff-81fd-0ccf-2649-51e28e135ee7,4127,1.19,3.62,Vietnamese,NV
a0ca7fe9-8e14-63af-34d1-40ce400b9554,521,1.60,3.90,Vietnamese,OH
a4c0c955-1a2f-0eac-3048-c4cb98eaa495,488,1.20,3.60,Vietnamese,PA
0fe839d8-0102-653f-046f-0f8ff933893a,468,2.00,4.00,Vietnamese,WI
298f4a51-10b3-a2b9-9d88-6df786ca8531,82,1.00,3.00,Waffles,AZ
76b7cde9-62d6-8d0a-1a5a-1b14da23681c,48,2.00,4.00,Waffles,NV
1be642be-7182-97a0-14d7-220c358791af,67,2.00,3.00,Wedding Planning,PA
2f10e993-a134-63ea-86d9-4d210d884dc4,1059,2.00,4.00,Wine Bars,AZ
9dd4d18e-5773-4b43-6f2d-b7186e9f7b29,436,2.50,4.13,Wine Bars,NC
f8774fad-54c0-94df-a4ae-e489ab3249bc,943,2.00,3.83,Wine Bars,NV
8b6de654-a105-4b7b-5276-ea79a062205e,27,2.50,4.00,Wine Bars,OH
16e55558-a1f8-7cdb-8482-909161680d30,164,2.00,4.00,Wine Bars,PA
eb1c74f0-3c6d-4c9d-496d-ab8e65dd0da1,5,1.00,1.00,Wraps,NC
